Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height_(m),Weight_(kg),Ability_I,Ability_II,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_II,Gender_(%_Male),Evolve
Rowlet,722,rowlet.png,722.png,68,55,55,50,50,42,320,Grass,Flying,Grass Quill Pokémon,xx,xx,overgrow,null,long-reach,xx,flying,null,xx,xx
Dartrix,723,dartrix.png,723.png,78,75,75,70,70,52,420,Grass,Flying,Blade Quill Pokémon,xx,xx,overgrow,null,long-reach,xx,flying,null,xx,xx
Decidueye-hisui,724,decidueye-hisui.png,724.png,88,112,80,95,95,60,530,Grass,Fighting,Arrow Quill Pokémon,xx,xx,overgrow,null,long-reach,xx,flying,null,xx,xx
Decidueye,724,decidueye.png,724.png,78,107,75,100,100,70,530,Grass,Ghost,Arrow Quill Pokémon,xx,xx,overgrow,null,long-reach,xx,flying,null,xx,xx
Litten,725,litten.png,725.png,45,65,40,60,40,70,320,Fire,xx,Fire Cat Pokémon,xx,xx,blaze,null,intimidate,xx,ground,null,xx,xx
Torracat,726,torracat.png,726.png,65,85,50,80,50,90,420,Fire,xx,Fire Cat Pokémon,xx,xx,blaze,null,intimidate,xx,ground,null,xx,xx
Incineroar,727,incineroar.png,727.png,95,115,90,80,90,60,530,Fire,Dark,Heel Pokémon,xx,xx,blaze,null,intimidate,xx,ground,null,xx,xx
Popplio,728,popplio.png,728.png,50,54,54,66,56,40,320,Water,xx,Sea Lion Pokémon,xx,xx,torrent,null,liquid-voice,xx,ground,water1,xx,xx
Brionne,729,brionne.png,729.png,60,69,69,91,81,50,420,Water,xx,Pop Star Pokémon,xx,xx,torrent,null,liquid-voice,xx,water1,ground,xx,xx
Primarina,730,primarina.png,730.png,80,74,74,126,116,60,530,Water,Fairy,Soloist Pokémon,xx,xx,torrent,null,liquid-voice,xx,water1,ground,xx,xx
Pikipek,731,pikipek.png,731.png,35,75,30,30,30,65,265,Normal,Flying,Woodpecker Pokémon,xx,xx,keen-eye,skill-link,pickup,xx,flying,null,xx,xx
Trumbeak,732,trumbeak.png,732.png,55,85,50,40,50,75,355,Normal,Flying,Bugle Beak Pokémon,xx,xx,keen-eye,skill-link,pickup,xx,flying,null,xx,xx
Toucannon,733,toucannon.png,733.png,80,120,75,75,75,60,485,Normal,Flying,Cannon Pokémon,xx,xx,keen-eye,skill-link,sheer-force,xx,flying,null,xx,xx
Yungoos,734,yungoos.png,734.png,48,70,30,30,30,45,253,Normal,xx,Loitering Pokémon,xx,xx,stakeout,strong-jaw,adaptability,xx,ground,null,xx,xx
Gumshoos,735,gumshoos.png,735.png,88,110,60,55,60,45,418,Normal,xx,Stakeout Pokémon,xx,xx,stakeout,strong-jaw,adaptability,xx,ground,null,xx,xx
Grubbin,736,grubbin.png,736.png,47,62,45,55,45,46,300,Bug,xx,Larva Pokémon,xx,xx,swarm,null,null,xx,bug,null,xx,xx
Charjabug,737,charjabug.png,737.png,57,82,95,55,75,36,400,Bug,Electric,Battery Pokémon,xx,xx,battery,null,null,xx,bug,null,xx,xx
Vikavolt,738,vikavolt.png,738.png,77,70,90,145,75,43,500,Bug,Electric,Stag Beetle Pokémon,xx,xx,levitate,null,null,xx,bug,null,xx,xx
Crabrawler,739,crabrawler.png,739.png,47,82,57,42,47,63,338,Fighting,xx,Boxing Pokémon,xx,xx,hyper-cutter,iron-fist,anger-point,xx,water3,null,xx,xx
Crabominable,740,crabominable.png,740.png,97,132,77,62,67,43,478,Fighting,Ice,Woolly Crab Pokémon,xx,xx,hyper-cutter,iron-fist,anger-point,xx,water3,null,xx,xx
Oricorio,741,oricorio.png,741.png,75,70,70,98,70,93,476,Fire,Flying,Dancing Pokémon,xx,xx,dancer,null,null,xx,flying,null,xx,xx
Cutiefly,742,cutiefly.png,742.png,40,45,40,55,40,84,304,Bug,Fairy,Bee Fly Pokémon,xx,xx,honey-gather,shield-dust,sweet-veil,xx,bug,fairy,xx,xx
Ribombee,743,ribombee.png,743.png,60,55,60,95,70,124,464,Bug,Fairy,Bee Fly Pokémon,xx,xx,honey-gather,shield-dust,sweet-veil,xx,bug,fairy,xx,xx
Rockruff,744,rockruff.png,744.png,45,65,40,30,40,60,280,Rock,xx,Puppy Pokémon,xx,xx,keen-eye,vital-spirit,steadfast,xx,ground,null,xx,xx
Lycanroc,745,lycanroc.png,745.png,75,115,65,55,65,112,487,Rock,xx,Wolf Pokémon,xx,xx,keen-eye,sand-rush,steadfast,xx,ground,null,xx,xx
Wishiwashi,746,wishiwashi.png,746.png,45,20,20,25,25,40,175,Water,xx,Small Fry Pokémon,xx,xx,schooling,null,null,xx,water2,null,xx,xx
Mareanie,747,mareanie.png,747.png,50,53,62,43,52,45,305,Poison,Water,Brutal Star Pokémon,xx,xx,merciless,limber,regenerator,xx,water1,null,xx,xx
Toxapex,748,toxapex.png,748.png,50,63,152,53,142,35,495,Poison,Water,Brutal Star Pokémon,xx,xx,merciless,limber,regenerator,xx,water1,null,xx,xx
Mudbray,749,mudbray.png,749.png,70,100,70,45,55,45,385,Ground,xx,Donkey Pokémon,xx,xx,own-tempo,stamina,inner-focus,xx,ground,null,xx,xx
Mudsdale,750,mudsdale.png,750.png,100,125,100,55,85,35,500,Ground,xx,Draft Horse Pokémon,xx,xx,own-tempo,stamina,inner-focus,xx,ground,null,xx,xx
Dewpider,751,dewpider.png,751.png,38,40,52,40,72,27,269,Water,Bug,Water Bubble Pokémon,xx,xx,water-bubble,null,water-absorb,xx,water1,bug,xx,xx
Araquanid,752,araquanid.png,752.png,68,70,92,50,132,42,454,Water,Bug,Water Bubble Pokémon,xx,xx,water-bubble,null,water-absorb,xx,water1,bug,xx,xx
Fomantis,753,fomantis.png,753.png,40,55,35,50,35,35,250,Grass,xx,Sickle Grass Pokémon,xx,xx,leaf-guard,null,contrary,xx,plant,null,xx,xx
Lurantis,754,lurantis.png,754.png,70,105,90,80,90,45,480,Grass,xx,Bloom Sickle Pokémon,xx,xx,leaf-guard,null,contrary,xx,plant,null,xx,xx
Morelull,755,morelull.png,755.png,40,35,55,65,75,15,285,Grass,Fairy,Illuminating Pokémon,xx,xx,illuminate,effect-spore,rain-dish,xx,plant,null,xx,xx
Shiinotic,756,shiinotic.png,756.png,60,45,80,90,100,30,405,Grass,Fairy,Illuminating Pokémon,xx,xx,illuminate,effect-spore,rain-dish,xx,plant,null,xx,xx
Salandit,757,salandit.png,757.png,48,44,40,71,40,77,320,Poison,Fire,Toxic Lizard Pokémon,xx,xx,corrosion,null,oblivious,xx,monster,dragon,xx,xx
Salazzle,758,salazzle.png,758.png,68,64,60,111,60,117,480,Poison,Fire,Toxic Lizard Pokémon,xx,xx,corrosion,null,oblivious,xx,monster,dragon,xx,xx
Stufful,759,stufful.png,759.png,70,75,50,45,50,50,340,Normal,Fighting,Flailing Pokémon,xx,xx,fluffy,klutz,cute-charm,xx,ground,null,xx,xx
Bewear,760,bewear.png,760.png,120,125,80,55,60,60,500,Normal,Fighting,Strong Arm Pokémon,xx,xx,fluffy,klutz,unnerve,xx,ground,null,xx,xx
Bounsweet,761,bounsweet.png,761.png,42,30,38,30,38,32,210,Grass,xx,Fruit Pokémon,xx,xx,leaf-guard,oblivious,sweet-veil,xx,plant,null,xx,xx
Steenee,762,steenee.png,762.png,52,40,48,40,48,62,290,Grass,xx,Fruit Pokémon,xx,xx,leaf-guard,oblivious,sweet-veil,xx,plant,null,xx,xx
Tsareena,763,tsareena.png,763.png,72,120,98,50,98,72,510,Grass,xx,Fruit Pokémon,xx,xx,leaf-guard,queenly-majesty,sweet-veil,xx,plant,null,xx,xx
Comfey,764,comfey.png,764.png,51,52,90,82,110,100,485,Fairy,xx,Posy Picker Pokémon,xx,xx,flower-veil,triage,natural-cure,xx,plant,null,xx,xx
Oranguru,765,oranguru.png,765.png,90,60,80,90,110,60,490,Normal,Psychic,Sage Pokémon,xx,xx,inner-focus,telepathy,symbiosis,xx,ground,null,xx,xx
Passimian,766,passimian.png,766.png,100,120,90,40,60,80,490,Fighting,xx,Teamwork Pokémon,xx,xx,receiver,null,defiant,xx,ground,null,xx,xx
Wimpod,767,wimpod.png,767.png,25,35,40,20,30,80,230,Bug,Water,Turn Tail Pokémon,xx,xx,wimp-out,null,null,xx,water3,bug,xx,xx
Golisopod,768,golisopod.png,768.png,75,125,140,60,90,40,530,Bug,Water,Hard Scale Pokémon,xx,xx,emergency-exit,null,null,xx,bug,water3,xx,xx
Sandygast,769,sandygast.png,769.png,55,55,80,70,45,15,320,Ghost,Ground,Sand Heap Pokémon,xx,xx,water-compaction,null,sand-veil,xx,indeterminate,null,xx,xx
Palossand,770,palossand.png,770.png,85,75,110,100,75,35,480,Ghost,Ground,Sand Castle Pokémon,xx,xx,water-compaction,null,sand-veil,xx,indeterminate,null,xx,xx
Pyukumuku,771,pyukumuku.png,771.png,55,60,130,30,130,5,410,Water,xx,Sea Cucumber Pokémon,xx,xx,innards-out,null,unaware,xx,water1,null,xx,xx
Type: Null,772,type-null.png,772.png,95,95,95,95,95,59,534,Normal,xx,Synthetic Pokémon,xx,xx,battle-armor,null,null,xx,no-eggs,null,xx,xx
Silvally,773,silvally.png,773.png,95,95,95,95,95,95,570,Normal,xx,Synthetic Pokémon,xx,xx,rks-system,null,null,xx,no-eggs,null,xx,xx
Minior,774,minior.png,774.png,60,60,100,60,100,60,440,Rock,Flying,Meteor Pokémon,xx,xx,shields-down,null,null,xx,mineral,null,xx,xx
Komala,775,komala.png,775.png,65,115,65,75,95,65,480,Normal,xx,Drowsing Pokémon,xx,xx,comatose,null,null,xx,ground,null,xx,xx
Turtonator,776,turtonator.png,776.png,60,78,135,91,85,36,485,Fire,Dragon,Blast Turtle Pokémon,xx,xx,shell-armor,null,null,xx,monster,dragon,xx,xx
Togedemaru,777,togedemaru.png,777.png,65,98,63,40,73,96,435,Electric,Steel,Roly-Poly Pokémon,xx,xx,iron-barbs,lightning-rod,sturdy,xx,ground,fairy,xx,xx
Mimikyu,778,mimikyu.png,778.png,55,90,80,50,105,96,476,Ghost,Fairy,Disguise Pokémon,xx,xx,disguise,null,null,xx,indeterminate,null,xx,xx
Bruxish,779,bruxish.png,779.png,68,105,70,70,70,92,475,Water,Psychic,Gnash Teeth Pokémon,xx,xx,dazzling,strong-jaw,wonder-skin,xx,water2,null,xx,xx
Drampa,780,drampa.png,780.png,78,60,85,135,91,36,485,Normal,Dragon,Placid Pokémon,xx,xx,berserk,sap-sipper,cloud-nine,xx,monster,dragon,xx,xx
Dhelmise,781,dhelmise.png,781.png,70,131,100,86,90,40,517,Ghost,Grass,Sea Creeper Pokémon,xx,xx,steelworker,null,null,xx,mineral,null,xx,xx
Jangmo-o,782,jangmo-o.png,782.png,45,55,65,45,45,45,300,Dragon,xx,Scaly Pokémon,xx,xx,bulletproof,soundproof,overcoat,xx,dragon,null,xx,xx
Hakamo-o,783,hakamo-o.png,783.png,55,75,90,65,70,65,420,Dragon,Fighting,Scaly Pokémon,xx,xx,bulletproof,soundproof,overcoat,xx,dragon,null,xx,xx
Kommo-o,784,kommo-o.png,784.png,75,110,125,100,105,85,600,Dragon,Fighting,Scaly Pokémon,xx,xx,bulletproof,soundproof,overcoat,xx,dragon,null,xx,xx
Tapu Koko,785,tapu-koko.png,785.png,70,115,85,95,75,130,570,Electric,Fairy,Land Spirit Pokémon,xx,xx,electric-surge,null,telepathy,xx,no-eggs,null,xx,xx
Tapu Lele,786,tapu-lele.png,786.png,70,85,75,130,115,95,570,Psychic,Fairy,Land Spirit Pokémon,xx,xx,psychic-surge,null,telepathy,xx,no-eggs,null,xx,xx
Tapu Bulu,787,tapu-bulu.png,787.png,70,130,115,85,95,75,570,Grass,Fairy,Land Spirit Pokémon,xx,xx,grassy-surge,null,telepathy,xx,no-eggs,null,xx,xx
Tapu Fini,788,tapu-fini.png,788.png,70,75,115,95,130,85,570,Water,Fairy,Land Spirit Pokémon,xx,xx,misty-surge,null,telepathy,xx,no-eggs,null,xx,xx
Cosmog,789,cosmog.png,789.png,43,29,31,29,31,37,200,Psychic,xx,Nebula Pokémon,xx,xx,unaware,null,null,xx,no-eggs,null,xx,xx
Cosmoem,790,cosmoem.png,790.png,43,29,131,29,131,37,400,Psychic,xx,Protostar Pokémon,xx,xx,sturdy,null,null,xx,no-eggs,null,xx,xx
Solgaleo,791,solgaleo.png,791.png,137,137,107,113,89,97,680,Psychic,Steel,Sunne Pokémon,xx,xx,full-metal-body,null,null,xx,no-eggs,null,xx,xx
Lunala,792,lunala.png,792.png,137,113,89,137,107,97,680,Psychic,Ghost,Moone Pokémon,xx,xx,shadow-shield,null,null,xx,no-eggs,null,xx,xx
Nihilego,793,nihilego.png,793.png,109,53,47,127,131,103,570,Rock,Poison,Parasite Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Buzzwole,794,buzzwole.png,794.png,107,139,139,53,53,79,570,Bug,Fighting,Swollen Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Pheromosa,795,pheromosa.png,795.png,71,137,37,137,37,151,570,Bug,Fighting,Lissome Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Xurkitree,796,xurkitree.png,796.png,83,89,71,173,71,83,570,Electric,xx,Glowing Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Celesteela,797,celesteela.png,797.png,97,101,103,107,101,61,570,Steel,Flying,Launch Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Kartana,798,kartana.png,798.png,59,181,131,59,31,109,570,Grass,Steel,Drawn Sword Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Guzzlord,799,guzzlord.png,799.png,223,101,53,97,53,43,570,Dark,Dragon,Junkivore Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Necrozma,800,necrozma.png,800.png,97,107,101,127,89,79,600,Psychic,xx,Prism Pokémon,xx,xx,prism-armor,null,null,xx,no-eggs,null,xx,xx
Magearna,801,magearna.png,801.png,80,95,115,130,115,65,600,Steel,Fairy,Artificial Pokémon,xx,xx,soul-heart,null,null,xx,no-eggs,null,xx,xx
Marshadow,802,marshadow.png,802.png,90,125,80,90,90,125,600,Fighting,Ghost,Gloomdweller Pokémon,xx,xx,technician,null,null,xx,no-eggs,null,xx,xx
Poipole,803,poipole.png,803.png,67,73,67,73,67,73,420,Poison,xx,Poison Pin Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Naganadel,804,naganadel.png,804.png,73,73,73,127,73,121,540,Poison,Dragon,Poison Pin Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Stakataka,805,stakataka.png,805.png,61,131,211,53,101,13,570,Rock,Steel,Rampart Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Blacephalon,806,blacephalon.png,806.png,53,127,53,151,79,107,570,Fire,Ghost,Fireworks Pokémon,xx,xx,beast-boost,null,null,xx,no-eggs,null,xx,xx
Zeraora,807,zeraora.png,807.png,88,112,75,102,80,143,600,Electric,xx,Thunderclap Pokémon,xx,xx,volt-absorb,null,null,xx,no-eggs,null,xx,xx
Meltan,808,meltan.png,808.png,46,65,65,55,35,34,300,Steel,xx,Hex Nut Pokémon,xx,xx,magnet-pull,null,null,xx,no-eggs,null,xx,xx
Melmetal,809,melmetal.png,809.png,135,143,143,80,65,34,600,Steel,xx,Hex Nut Pokémon,xx,xx,iron-fist,null,null,xx,no-eggs,null,xx,xx
Grookey,810,grookey.png,810.png,50,65,50,40,40,65,310,Grass,xx,Chimp Pokémon,xx,xx,overgrow,null,grassy-surge,xx,plant,ground,xx,xx
Thwackey,811,thwackey.png,811.png,70,85,70,55,60,80,420,Grass,xx,Beat Pokémon,xx,xx,overgrow,null,grassy-surge,xx,ground,plant,xx,xx
Rillaboom,812,rillaboom.png,812.png,100,125,90,60,70,85,530,Grass,xx,Drummer Pokémon,xx,xx,overgrow,null,grassy-surge,xx,ground,plant,xx,xx
Scorbunny,813,scorbunny.png,813.png,50,71,40,40,40,69,310,Fire,xx,Rabbit Pokémon,xx,xx,blaze,null,libero,xx,ground,humanshape,xx,xx
Raboot,814,raboot.png,814.png,65,86,60,55,60,94,420,Fire,xx,Rabbit Pokémon,xx,xx,blaze,null,libero,xx,ground,humanshape,xx,xx
Cinderace,815,cinderace.png,815.png,80,116,75,65,75,119,530,Fire,xx,Striker Pokémon,xx,xx,blaze,null,libero,xx,ground,humanshape,xx,xx
Sobble,816,sobble.png,816.png,50,40,40,70,40,70,310,Water,xx,Water Lizard Pokémon,xx,xx,torrent,null,sniper,xx,water1,ground,xx,xx
Drizzile,817,drizzile.png,817.png,65,60,55,95,55,90,420,Water,xx,Water Lizard Pokémon,xx,xx,torrent,null,sniper,xx,water1,ground,xx,xx
Inteleon,818,inteleon.png,818.png,70,85,65,125,65,120,530,Water,xx,Secret Agent Pokémon,xx,xx,torrent,null,sniper,xx,ground,water1,xx,xx
Skwovet,819,skwovet.png,819.png,70,55,55,35,35,25,275,Normal,xx,Cheeky Pokémon,xx,xx,cheek-pouch,null,gluttony,xx,ground,null,xx,xx
Greedent,820,greedent.png,820.png,120,95,95,55,75,20,460,Normal,xx,Greedy Pokémon,xx,xx,cheek-pouch,null,gluttony,xx,ground,null,xx,xx
Rookidee,821,rookidee.png,821.png,38,47,35,33,35,57,245,Flying,xx,Tiny Bird Pokémon,xx,xx,keen-eye,unnerve,big-pecks,xx,flying,null,xx,xx
Corvisquire,822,corvisquire.png,822.png,68,67,55,43,55,77,365,Flying,xx,Raven Pokémon,xx,xx,keen-eye,unnerve,big-pecks,xx,flying,null,xx,xx
Corviknight,823,corviknight.png,823.png,98,87,105,53,85,67,495,Flying,Steel,Raven Pokémon,xx,xx,pressure,unnerve,mirror-armor,xx,flying,null,xx,xx
Blipbug,824,blipbug.png,824.png,25,20,20,25,45,45,180,Bug,xx,Larva Pokémon,xx,xx,swarm,compound-eyes,telepathy,xx,bug,null,xx,xx
Dottler,825,dottler.png,825.png,50,35,80,50,90,30,335,Bug,Psychic,Radome Pokémon,xx,xx,swarm,compound-eyes,telepathy,xx,bug,null,xx,xx
Orbeetle,826,orbeetle.png,826.png,60,45,110,80,120,90,505,Bug,Psychic,Seven Spot Pokémon,xx,xx,swarm,frisk,telepathy,xx,bug,null,xx,xx
Nickit,827,nickit.png,827.png,40,28,28,47,52,50,245,Dark,xx,Fox Pokémon,xx,xx,run-away,unburden,stakeout,xx,ground,null,xx,xx
Thievul,828,thievul.png,828.png,70,58,58,87,92,90,455,Dark,xx,Fox Pokémon,xx,xx,run-away,unburden,stakeout,xx,ground,null,xx,xx
Gossifleur,829,gossifleur.png,829.png,40,40,60,40,60,10,250,Grass,xx,Flowering Pokémon,xx,xx,cotton-down,regenerator,effect-spore,xx,plant,null,xx,xx
Eldegoss,830,eldegoss.png,830.png,60,50,90,80,120,60,460,Grass,xx,Cotton Bloom Pokémon,xx,xx,cotton-down,regenerator,effect-spore,xx,plant,null,xx,xx
Wooloo,831,wooloo.png,831.png,42,40,55,40,45,48,270,Normal,xx,Sheep Pokémon,xx,xx,fluffy,run-away,bulletproof,xx,ground,null,xx,xx
Dubwool,832,dubwool.png,832.png,72,80,100,60,90,88,490,Normal,xx,Sheep Pokémon,xx,xx,fluffy,steadfast,bulletproof,xx,ground,null,xx,xx
Chewtle,833,chewtle.png,833.png,50,64,50,38,38,44,284,Water,xx,Snapping Pokémon,xx,xx,strong-jaw,shell-armor,swift-swim,xx,water1,monster,xx,xx
Drednaw,834,drednaw.png,834.png,90,115,90,48,68,74,485,Water,Rock,Bite Pokémon,xx,xx,strong-jaw,shell-armor,swift-swim,xx,monster,water1,xx,xx
Yamper,835,yamper.png,835.png,59,45,50,40,50,26,270,Electric,xx,Puppy Pokémon,xx,xx,ball-fetch,null,rattled,xx,ground,null,xx,xx
Boltund,836,boltund.png,836.png,69,90,60,90,60,121,490,Electric,xx,Dog Pokémon,xx,xx,strong-jaw,null,competitive,xx,ground,null,xx,xx
Rolycoly,837,rolycoly.png,837.png,30,40,50,40,50,30,240,Rock,xx,Coal Pokémon,xx,xx,steam-engine,heatproof,flash-fire,xx,mineral,null,xx,xx
Carkol,838,carkol.png,838.png,80,60,90,60,70,50,410,Rock,Fire,Coal Pokémon,xx,xx,steam-engine,flame-body,flash-fire,xx,mineral,null,xx,xx
Coalossal,839,coalossal.png,839.png,110,80,120,80,90,30,510,Rock,Fire,Coal Pokémon,xx,xx,steam-engine,flame-body,flash-fire,xx,mineral,null,xx,xx
Applin,840,applin.png,840.png,40,40,80,40,40,20,260,Grass,Dragon,Apple Core Pokémon,xx,xx,ripen,gluttony,bulletproof,xx,plant,dragon,xx,xx
Flapple,841,flapple.png,841.png,70,110,80,95,60,70,485,Grass,Dragon,Apple Wing Pokémon,xx,xx,ripen,gluttony,hustle,xx,plant,dragon,xx,xx
Appletun,842,appletun.png,842.png,110,85,80,100,80,30,485,Grass,Dragon,Apple Nectar Pokémon,xx,xx,ripen,gluttony,thick-fat,xx,plant,dragon,xx,xx
Silicobra,843,silicobra.png,843.png,52,57,75,35,50,46,315,Ground,xx,Sand Snake Pokémon,xx,xx,sand-spit,shed-skin,sand-veil,xx,ground,dragon,xx,xx
Sandaconda,844,sandaconda.png,844.png,72,107,125,65,70,71,510,Ground,xx,Sand Snake Pokémon,xx,xx,sand-spit,shed-skin,sand-veil,xx,ground,dragon,xx,xx
Cramorant,845,cramorant.png,845.png,70,85,55,85,95,85,475,Flying,Water,Gulp Pokémon,xx,xx,gulp-missile,null,null,xx,water1,flying,xx,xx
Arrokuda,846,arrokuda.png,846.png,41,63,40,40,30,66,280,Water,xx,Rush Pokémon,xx,xx,swift-swim,null,propeller-tail,xx,water2,null,xx,xx
Barraskewda,847,barraskewda.png,847.png,61,123,60,60,50,136,490,Water,xx,Skewer Pokémon,xx,xx,swift-swim,null,propeller-tail,xx,water2,null,xx,xx
Toxel,848,toxel.png,848.png,40,38,35,54,35,40,242,Electric,Poison,Baby Pokémon,xx,xx,rattled,static,klutz,xx,no-eggs,null,xx,xx
Toxtricity,849,toxtricity.png,849.png,75,98,70,114,70,75,502,Electric,Poison,Punk Pokémon,xx,xx,punk-rock,plus,technician,xx,humanshape,null,xx,xx
Sizzlipede,850,sizzlipede.png,850.png,50,65,45,50,50,45,305,Fire,Bug,Radiator Pokémon,xx,xx,flash-fire,white-smoke,flame-body,xx,bug,null,xx,xx
Centiskorch,851,centiskorch.png,851.png,100,115,65,90,90,65,525,Fire,Bug,Radiator Pokémon,xx,xx,flash-fire,white-smoke,flame-body,xx,bug,null,xx,xx
Clobbopus,852,clobbopus.png,852.png,50,68,60,50,50,32,310,Fighting,xx,Tantrum Pokémon,xx,xx,limber,null,technician,xx,water1,humanshape,xx,xx
Grapploct,853,grapploct.png,853.png,80,118,90,70,80,42,480,Fighting,xx,Jujitsu Pokémon,xx,xx,limber,null,technician,xx,water1,humanshape,xx,xx
Sinistea,854,sinistea.png,854.png,40,45,45,74,54,50,308,Ghost,xx,Black Tea Pokémon,xx,xx,weak-armor,null,cursed-body,xx,mineral,indeterminate,xx,xx
Polteageist,855,polteageist.png,855.png,60,65,65,134,114,70,508,Ghost,xx,Black Tea Pokémon,xx,xx,weak-armor,null,cursed-body,xx,mineral,indeterminate,xx,xx
Hatenna,856,hatenna.png,856.png,42,30,45,56,53,39,265,Psychic,xx,Calm Pokémon,xx,xx,healer,anticipation,magic-bounce,xx,fairy,null,xx,xx
Hattrem,857,hattrem.png,857.png,57,40,65,86,73,49,370,Psychic,xx,Serene Pokémon,xx,xx,healer,anticipation,magic-bounce,xx,fairy,null,xx,xx
Hatterene,858,hatterene.png,858.png,57,90,95,136,103,29,510,Psychic,Fairy,Silent Pokémon,xx,xx,healer,anticipation,magic-bounce,xx,fairy,null,xx,xx
Impidimp,859,impidimp.png,859.png,45,45,30,55,40,50,265,Dark,Fairy,Wily Pokémon,xx,xx,prankster,frisk,pickpocket,xx,fairy,humanshape,xx,xx
Morgrem,860,morgrem.png,860.png,65,60,45,75,55,70,370,Dark,Fairy,Devious Pokémon,xx,xx,prankster,frisk,pickpocket,xx,fairy,humanshape,xx,xx
Grimmsnarl,861,grimmsnarl.png,861.png,95,120,65,95,75,60,510,Dark,Fairy,Bulk Up Pokémon,xx,xx,prankster,frisk,pickpocket,xx,fairy,humanshape,xx,xx
Obstagoon,862,obstagoon.png,862.png,93,90,101,60,81,95,520,Dark,Normal,Blocking Pokémon,xx,xx,reckless,guts,defiant,xx,ground,null,xx,xx
Perrserker,863,perrserker.png,863.png,70,110,100,50,60,50,440,Steel,xx,Viking Pokémon,xx,xx,battle-armor,tough-claws,steely-spirit,xx,ground,null,xx,xx
Cursola,864,cursola.png,864.png,60,95,50,145,130,30,510,Ghost,xx,Coral Pokémon,xx,xx,weak-armor,null,perish-body,xx,water1,water3,xx,xx
Sirfetch'd,865,sirfetchd.png,865.png,62,135,95,68,82,65,507,Fighting,xx,Wild Duck Pokémon,xx,xx,steadfast,null,scrappy,xx,ground,flying,xx,xx
Mr. Rime,866,mr-rime.png,866.png,80,85,75,110,100,70,520,Ice,Psychic,Comedian Pokémon,xx,xx,tangled-feet,screen-cleaner,ice-body,xx,humanshape,null,xx,xx
Runerigus,867,runerigus.png,867.png,58,95,145,50,105,30,483,Ground,Ghost,Grudge Pokémon,xx,xx,wandering-spirit,null,null,xx,mineral,indeterminate,xx,xx
Milcery,868,milcery.png,868.png,45,40,40,50,61,34,270,Fairy,xx,Cream Pokémon,xx,xx,sweet-veil,null,aroma-veil,xx,fairy,indeterminate,xx,xx
Alcremie,869,alcremie.png,869.png,65,60,75,110,121,64,495,Fairy,xx,Cream Pokémon,xx,xx,sweet-veil,null,aroma-veil,xx,fairy,indeterminate,xx,xx
Falinks,870,falinks.png,870.png,65,100,100,70,60,75,470,Fighting,xx,Formation Pokémon,xx,xx,battle-armor,null,defiant,xx,fairy,mineral,xx,xx
Pincurchin,871,pincurchin.png,871.png,48,101,95,91,85,15,435,Electric,xx,Sea Urchin Pokémon,xx,xx,lightning-rod,null,electric-surge,xx,water1,indeterminate,xx,xx
Snom,872,snom.png,872.png,30,25,35,45,30,20,185,Ice,Bug,Worm Pokémon,xx,xx,shield-dust,null,ice-scales,xx,bug,null,xx,xx
Frosmoth,873,frosmoth.png,873.png,70,65,60,125,90,65,475,Ice,Bug,Frost Moth Pokémon,xx,xx,shield-dust,null,ice-scales,xx,bug,null,xx,xx
Stonjourner,874,stonjourner.png,874.png,100,125,135,20,20,70,470,Rock,xx,Big Rock Pokémon,xx,xx,power-spot,null,null,xx,mineral,null,xx,xx
Eiscue,875,eiscue.png,875.png,75,80,110,65,90,50,470,Ice,xx,Penguin Pokémon,xx,xx,ice-face,null,null,xx,ground,water1,xx,xx
Indeedee,876,indeedee.png,876.png,70,55,65,95,105,85,475,Psychic,Normal,Emotion Pokémon,xx,xx,inner-focus,synchronize,psychic-surge,xx,fairy,null,xx,xx
Morpeko,877,morpeko.png,877.png,58,95,58,70,58,97,436,Electric,Dark,Two-Sided Pokémon,xx,xx,hunger-switch,null,null,xx,ground,fairy,xx,xx
Cufant,878,cufant.png,878.png,72,80,49,40,49,40,330,Steel,xx,Copperderm Pokémon,xx,xx,sheer-force,null,heavy-metal,xx,ground,mineral,xx,xx
Copperajah,879,copperajah.png,879.png,122,120,69,80,69,30,500,Steel,xx,Copperderm Pokémon,xx,xx,sheer-force,null,heavy-metal,xx,ground,mineral,xx,xx
