Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height,Weight,Ability_I,Ability_Ii,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_Ii,Gender
Gumshoos,735,gumshoos.png,735.png,88,110,60,55,60,45,418,Normal,null,Stakeout Pokemon,null,null,Stakeout,Strong Jaw,Adaptability,null,Ground,null,null
Grubbin,736,grubbin.png,736.png,47,62,45,55,45,46,300,Bug,null,Larva Pokemon,null,null,Swarm,null,null,null,Bug,null,null
Charjabug,737,charjabug.png,737.png,57,82,95,55,75,36,400,Bug,Electric,Battery Pokemon,null,null,Battery,null,null,null,Bug,null,null
Vikavolt,738,vikavolt.png,738.png,77,70,90,145,75,43,500,Bug,Electric,Stag Beetle Pokemon,null,null,Levitate,null,null,null,Bug,null,null
Crabrawler,739,crabrawler.png,739.png,47,82,57,42,47,63,338,Fighting,null,Boxing Pokemon,null,null,Hyper Cutter,Iron Fist,Anger Point,null,Water3,null,null
Crabominable,740,crabominable.png,740.png,97,132,77,62,67,43,478,Fighting,Ice,Woolly Crab Pokemon,null,null,Hyper Cutter,Iron Fist,Anger Point,null,Water3,null,null
Oricorio,741,oricorio.png,741.png,75,70,70,98,70,93,476,Fire,Flying,Dancing Pokemon,null,null,Dancer,null,null,null,Flying,null,null
Cutiefly,742,cutiefly.png,742.png,40,45,40,55,40,84,304,Bug,Fairy,Bee Fly Pokemon,null,null,Honey Gather,Shield Dust,Sweet Veil,null,Bug,Fairy,null
Ribombee,743,ribombee.png,743.png,60,55,60,95,70,124,464,Bug,Fairy,Bee Fly Pokemon,null,null,Honey Gather,Shield Dust,Sweet Veil,null,Bug,Fairy,null
Rockruff,744,rockruff.png,744.png,45,65,40,30,40,60,280,Rock,null,Puppy Pokemon,null,null,Keen Eye,Vital Spirit,Steadfast,null,Ground,null,null
Lycanroc,745,lycanroc.png,745.png,75,115,65,55,65,112,487,Rock,null,Wolf Pokemon,null,null,Keen Eye,Sand Rush,Steadfast,null,Ground,null,null
Wishiwashi,746,wishiwashi.png,746.png,45,20,20,25,25,40,175,Water,null,Small Fry Pokemon,null,null,Schooling,null,null,null,Water2,null,null
Mareanie,747,mareanie.png,747.png,50,53,62,43,52,45,305,Poison,Water,Brutal Star Pokemon,null,null,Merciless,Limber,Regenerator,null,Water1,null,null
Toxapex,748,toxapex.png,748.png,50,63,152,53,142,35,495,Poison,Water,Brutal Star Pokemon,null,null,Merciless,Limber,Regenerator,null,Water1,null,null
Mudbray,749,mudbray.png,749.png,70,100,70,45,55,45,385,Ground,null,Donkey Pokemon,null,null,Own Tempo,Stamina,Inner Focus,null,Ground,null,null
Mudsdale,750,mudsdale.png,750.png,100,125,100,55,85,35,500,Ground,null,Draft Horse Pokemon,null,null,Own Tempo,Stamina,Inner Focus,null,Ground,null,null
Dewpider,751,dewpider.png,751.png,38,40,52,40,72,27,269,Water,Bug,Water Bubble Pokemon,null,null,Water Bubble,null,Water Absorb,null,Water1,Bug,null
Araquanid,752,araquanid.png,752.png,68,70,92,50,132,42,454,Water,Bug,Water Bubble Pokemon,null,null,Water Bubble,null,Water Absorb,null,Water1,Bug,null
Fomantis,753,fomantis.png,753.png,40,55,35,50,35,35,250,Grass,null,Sickle Grass Pokemon,null,null,Leaf Guard,null,Contrary,null,Plant,null,null
Lurantis,754,lurantis.png,754.png,70,105,90,80,90,45,480,Grass,null,Bloom Sickle Pokemon,null,null,Leaf Guard,null,Contrary,null,Plant,null,null
Morelull,755,morelull.png,755.png,40,35,55,65,75,15,285,Grass,Fairy,Illuminating Pokemon,null,null,Illuminate,Effect Spore,Rain Dish,null,Plant,null,null
Shiinotic,756,shiinotic.png,756.png,60,45,80,90,100,30,405,Grass,Fairy,Illuminating Pokemon,null,null,Illuminate,Effect Spore,Rain Dish,null,Plant,null,null
Salandit,757,salandit.png,757.png,48,44,40,71,40,77,320,Poison,Fire,Toxic Lizard Pokemon,null,null,Corrosion,null,Oblivious,null,Monster,Dragon,null
Salazzle,758,salazzle.png,758.png,68,64,60,111,60,117,480,Poison,Fire,Toxic Lizard Pokemon,null,null,Corrosion,null,Oblivious,null,Monster,Dragon,null
Stufful,759,stufful.png,759.png,70,75,50,45,50,50,340,Normal,Fighting,Flailing Pokemon,null,null,Fluffy,Klutz,Cute Charm,null,Ground,null,null
Bewear,760,bewear.png,760.png,120,125,80,55,60,60,500,Normal,Fighting,Strong Arm Pokemon,null,null,Fluffy,Klutz,Unnerve,null,Ground,null,null
Bounsweet,761,bounsweet.png,761.png,42,30,38,30,38,32,210,Grass,null,Fruit Pokemon,null,null,Leaf Guard,Oblivious,Sweet Veil,null,Plant,null,null
Steenee,762,steenee.png,762.png,52,40,48,40,48,62,290,Grass,null,Fruit Pokemon,null,null,Leaf Guard,Oblivious,Sweet Veil,null,Plant,null,null
Tsareena,763,tsareena.png,763.png,72,120,98,50,98,72,510,Grass,null,Fruit Pokemon,null,null,Leaf Guard,Queenly Majesty,Sweet Veil,null,Plant,null,null
Comfey,764,comfey.png,764.png,51,52,90,82,110,100,485,Fairy,null,Posy Picker Pokemon,null,null,Flower Veil,Triage,Natural Cure,null,Plant,null,null
Oranguru,765,oranguru.png,765.png,90,60,80,90,110,60,490,Normal,Psychic,Sage Pokemon,null,null,Inner Focus,Telepathy,Symbiosis,null,Ground,null,null
Passimian,766,passimian.png,766.png,100,120,90,40,60,80,490,Fighting,null,Teamwork Pokemon,null,null,Receiver,null,Defiant,null,Ground,null,null
Wimpod,767,wimpod.png,767.png,25,35,40,20,30,80,230,Bug,Water,Turn Tail Pokemon,null,null,Wimp Out,null,null,null,Water3,Bug,null
Golisopod,768,golisopod.png,768.png,75,125,140,60,90,40,530,Bug,Water,Hard Scale Pokemon,null,null,Emergency Exit,null,null,null,Bug,Water3,null
Sandygast,769,sandygast.png,769.png,55,55,80,70,45,15,320,Ghost,Ground,Sand Heap Pokemon,null,null,Water Compaction,null,Sand Veil,null,Indeterminate,null,null
Palossand,770,palossand.png,770.png,85,75,110,100,75,35,480,Ghost,Ground,Sand Castle Pokemon,null,null,Water Compaction,null,Sand Veil,null,Indeterminate,null,null
Pyukumuku,771,pyukumuku.png,771.png,55,60,130,30,130,5,410,Water,null,Sea Cucumber Pokemon,null,null,Innards Out,null,Unaware,null,Water1,null,null
Type: Null,772,type-null.png,772.png,95,95,95,95,95,59,534,Normal,null,Synthetic Pokemon,null,null,Battle Armor,null,null,null,No-Eggs,null,null
Silvally,773,silvally.png,773.png,95,95,95,95,95,95,570,Normal,null,Synthetic Pokemon,null,null,Rks System,null,null,null,No-Eggs,null,null
Minior,774,minior.png,774.png,60,60,100,60,100,60,440,Rock,Flying,Meteor Pokemon,null,null,Shields Down,null,null,null,Mineral,null,null
Komala,775,komala.png,775.png,65,115,65,75,95,65,480,Normal,null,Drowsing Pokemon,null,null,Comatose,null,null,null,Ground,null,null
Turtonator,776,turtonator.png,776.png,60,78,135,91,85,36,485,Fire,Dragon,Blast Turtle Pokemon,null,null,Shell Armor,null,null,null,Monster,Dragon,null
Togedemaru,777,togedemaru.png,777.png,65,98,63,40,73,96,435,Electric,Steel,Roly-Poly Pokemon,null,null,Iron Barbs,Lightning Rod,Sturdy,null,Ground,Fairy,null
Mimikyu,778,mimikyu.png,778.png,55,90,80,50,105,96,476,Ghost,Fairy,Disguise Pokemon,null,null,Disguise,null,null,null,Indeterminate,null,null
Bruxish,779,bruxish.png,779.png,68,105,70,70,70,92,475,Water,Psychic,Gnash Teeth Pokemon,null,null,Dazzling,Strong Jaw,Wonder Skin,null,Water2,null,null
Drampa,780,drampa.png,780.png,78,60,85,135,91,36,485,Normal,Dragon,Placid Pokemon,null,null,Berserk,Sap Sipper,Cloud Nine,null,Monster,Dragon,null
Dhelmise,781,dhelmise.png,781.png,70,131,100,86,90,40,517,Ghost,Grass,Sea Creeper Pokemon,null,null,Steelworker,null,null,null,Mineral,null,null
Jangmo-o,782,jangmo-o.png,782.png,45,55,65,45,45,45,300,Dragon,null,Scaly Pokemon,null,null,Bulletproof,Soundproof,Overcoat,null,Dragon,null,null
Hakamo-o,783,hakamo-o.png,783.png,55,75,90,65,70,65,420,Dragon,Fighting,Scaly Pokemon,null,null,Bulletproof,Soundproof,Overcoat,null,Dragon,null,null
Kommo-o,784,kommo-o.png,784.png,75,110,125,100,105,85,600,Dragon,Fighting,Scaly Pokemon,null,null,Bulletproof,Soundproof,Overcoat,null,Dragon,null,null
Tapu Koko,785,tapu-koko.png,785.png,70,115,85,95,75,130,570,Electric,Fairy,Land Spirit Pokemon,null,null,Electric Surge,null,Telepathy,null,No-Eggs,null,null
Tapu Lele,786,tapu-lele.png,786.png,70,85,75,130,115,95,570,Psychic,Fairy,Land Spirit Pokemon,null,null,Psychic Surge,null,Telepathy,null,No-Eggs,null,null
Tapu Bulu,787,tapu-bulu.png,787.png,70,130,115,85,95,75,570,Grass,Fairy,Land Spirit Pokemon,null,null,Grassy Surge,null,Telepathy,null,No-Eggs,null,null
Tapu Fini,788,tapu-fini.png,788.png,70,75,115,95,130,85,570,Water,Fairy,Land Spirit Pokemon,null,null,Misty Surge,null,Telepathy,null,No-Eggs,null,null
Cosmog,789,cosmog.png,789.png,43,29,31,29,31,37,200,Psychic,null,Nebula Pokemon,null,null,Unaware,null,null,null,No-Eggs,null,null
Cosmoem,790,cosmoem.png,790.png,43,29,131,29,131,37,400,Psychic,null,Protostar Pokemon,null,null,Sturdy,null,null,null,No-Eggs,null,null
Solgaleo,791,solgaleo.png,791.png,137,137,107,113,89,97,680,Psychic,Steel,Sunne Pokemon,null,null,Full Metal Body,null,null,null,No-Eggs,null,null
Lunala,792,lunala.png,792.png,137,113,89,137,107,97,680,Psychic,Ghost,Moone Pokemon,null,null,Shadow Shield,null,null,null,No-Eggs,null,null
Nihilego,793,nihilego.png,793.png,109,53,47,127,131,103,570,Rock,Poison,Parasite Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Buzzwole,794,buzzwole.png,794.png,107,139,139,53,53,79,570,Bug,Fighting,Swollen Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Pheromosa,795,pheromosa.png,795.png,71,137,37,137,37,151,570,Bug,Fighting,Lissome Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Xurkitree,796,xurkitree.png,796.png,83,89,71,173,71,83,570,Electric,null,Glowing Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Celesteela,797,celesteela.png,797.png,97,101,103,107,101,61,570,Steel,Flying,Launch Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Kartana,798,kartana.png,798.png,59,181,131,59,31,109,570,Grass,Steel,Drawn Sword Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Guzzlord,799,guzzlord.png,799.png,223,101,53,97,53,43,570,Dark,Dragon,Junkivore Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Necrozma,800,necrozma.png,800.png,97,107,101,127,89,79,600,Psychic,null,Prism Pokemon,null,null,Prism Armor,null,null,null,No-Eggs,null,null
Magearna,801,magearna.png,801.png,80,95,115,130,115,65,600,Steel,Fairy,Artificial Pokemon,null,null,Soul Heart,null,null,null,No-Eggs,null,null
Marshadow,802,marshadow.png,802.png,90,125,80,90,90,125,600,Fighting,Ghost,Gloomdweller Pokemon,null,null,Technician,null,null,null,No-Eggs,null,null
Poipole,803,poipole.png,803.png,67,73,67,73,67,73,420,Poison,null,Poison Pin Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Naganadel,804,naganadel.png,804.png,73,73,73,127,73,121,540,Poison,Dragon,Poison Pin Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Stakataka,805,stakataka.png,805.png,61,131,211,53,101,13,570,Rock,Steel,Rampart Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Blacephalon,806,blacephalon.png,806.png,53,127,53,151,79,107,570,Fire,Ghost,Fireworks Pokemon,null,null,Beast Boost,null,null,null,No-Eggs,null,null
Zeraora,807,zeraora.png,807.png,88,112,75,102,80,143,600,Electric,null,Thunderclap Pokemon,null,null,Volt Absorb,null,null,null,No-Eggs,null,null
Meltan,808,meltan.png,808.png,46,65,65,55,35,34,300,Steel,null,Hex Nut Pokemon,null,null,Magnet Pull,null,null,null,No-Eggs,null,null
Melmetal,809,melmetal.png,809.png,135,143,143,80,65,34,600,Steel,null,Hex Nut Pokemon,null,null,Iron Fist,null,null,null,No-Eggs,null,null
Grookey,810,grookey.png,810.png,50,65,50,40,40,65,310,Grass,null,Chimp Pokemon,null,null,Overgrow,null,Grassy Surge,null,Plant,Ground,null
Thwackey,811,thwackey.png,811.png,70,85,70,55,60,80,420,Grass,null,Beat Pokemon,null,null,Overgrow,null,Grassy Surge,null,Ground,Plant,null
Rillaboom,812,rillaboom.png,812.png,100,125,90,60,70,85,530,Grass,null,Drummer Pokemon,null,null,Overgrow,null,Grassy Surge,null,Ground,Plant,null
Scorbunny,813,scorbunny.png,813.png,50,71,40,40,40,69,310,Fire,null,Rabbit Pokemon,null,null,Blaze,null,Libero,null,Ground,Humanshape,null
Raboot,814,raboot.png,814.png,65,86,60,55,60,94,420,Fire,null,Rabbit Pokemon,null,null,Blaze,null,Libero,null,Ground,Humanshape,null
Cinderace,815,cinderace.png,815.png,80,116,75,65,75,119,530,Fire,null,Striker Pokemon,null,null,Blaze,null,Libero,null,Ground,Humanshape,null
Sobble,816,sobble.png,816.png,50,40,40,70,40,70,310,Water,null,Water Lizard Pokemon,null,null,Torrent,null,Sniper,null,Water1,Ground,null
Drizzile,817,drizzile.png,817.png,65,60,55,95,55,90,420,Water,null,Water Lizard Pokemon,null,null,Torrent,null,Sniper,null,Water1,Ground,null
Inteleon,818,inteleon.png,818.png,70,85,65,125,65,120,530,Water,null,Secret Agent Pokemon,null,null,Torrent,null,Sniper,null,Ground,Water1,null
Skwovet,819,skwovet.png,819.png,70,55,55,35,35,25,275,Normal,null,Cheeky Pokemon,null,null,Cheek Pouch,null,Gluttony,null,Ground,null,null
Greedent,820,greedent.png,820.png,120,95,95,55,75,20,460,Normal,null,Greedy Pokemon,null,null,Cheek Pouch,null,Gluttony,null,Ground,null,null
Rookidee,821,rookidee.png,821.png,38,47,35,33,35,57,245,Flying,null,Tiny Bird Pokemon,null,null,Keen Eye,Unnerve,Big Pecks,null,Flying,null,null
Corvisquire,822,corvisquire.png,822.png,68,67,55,43,55,77,365,Flying,null,Raven Pokemon,null,null,Keen Eye,Unnerve,Big Pecks,null,Flying,null,null
Corviknight,823,corviknight.png,823.png,98,87,105,53,85,67,495,Flying,Steel,Raven Pokemon,null,null,Pressure,Unnerve,Mirror Armor,null,Flying,null,null
Blipbug,824,blipbug.png,824.png,25,20,20,25,45,45,180,Bug,null,Larva Pokemon,null,null,Swarm,Compound Eyes,Telepathy,null,Bug,null,null
Dottler,825,dottler.png,825.png,50,35,80,50,90,30,335,Bug,Psychic,Radome Pokemon,null,null,Swarm,Compound Eyes,Telepathy,null,Bug,null,null
Orbeetle,826,orbeetle.png,826.png,60,45,110,80,120,90,505,Bug,Psychic,Seven Spot Pokemon,null,null,Swarm,Frisk,Telepathy,null,Bug,null,null
Nickit,827,nickit.png,827.png,40,28,28,47,52,50,245,Dark,null,Fox Pokemon,null,null,Run Away,Unburden,Stakeout,null,Ground,null,null
Thievul,828,thievul.png,828.png,70,58,58,87,92,90,455,Dark,null,Fox Pokemon,null,null,Run Away,Unburden,Stakeout,null,Ground,null,null
Gossifleur,829,gossifleur.png,829.png,40,40,60,40,60,10,250,Grass,null,Flowering Pokemon,null,null,Cotton Down,Regenerator,Effect Spore,null,Plant,null,null
Eldegoss,830,eldegoss.png,830.png,60,50,90,80,120,60,460,Grass,null,Cotton Bloom Pokemon,null,null,Cotton Down,Regenerator,Effect Spore,null,Plant,null,null
Wooloo,831,wooloo.png,831.png,42,40,55,40,45,48,270,Normal,null,Sheep Pokemon,null,null,Fluffy,Run Away,Bulletproof,null,Ground,null,null
Dubwool,832,dubwool.png,832.png,72,80,100,60,90,88,490,Normal,null,Sheep Pokemon,null,null,Fluffy,Steadfast,Bulletproof,null,Ground,null,null
Chewtle,833,chewtle.png,833.png,50,64,50,38,38,44,284,Water,null,Snapping Pokemon,null,null,Strong Jaw,Shell Armor,Swift Swim,null,Water1,Monster,null
Drednaw,834,drednaw.png,834.png,90,115,90,48,68,74,485,Water,Rock,Bite Pokemon,null,null,Strong Jaw,Shell Armor,Swift Swim,null,Monster,Water1,null
Yamper,835,yamper.png,835.png,59,45,50,40,50,26,270,Electric,null,Puppy Pokemon,null,null,Ball Fetch,null,Rattled,null,Ground,null,null
Boltund,836,boltund.png,836.png,69,90,60,90,60,121,490,Electric,null,Dog Pokemon,null,null,Strong Jaw,null,Competitive,null,Ground,null,null
Rolycoly,837,rolycoly.png,837.png,30,40,50,40,50,30,240,Rock,null,Coal Pokemon,null,null,Steam Engine,Heatproof,Flash Fire,null,Mineral,null,null
Carkol,838,carkol.png,838.png,80,60,90,60,70,50,410,Rock,Fire,Coal Pokemon,null,null,Steam Engine,Flame Body,Flash Fire,null,Mineral,null,null
Coalossal,839,coalossal.png,839.png,110,80,120,80,90,30,510,Rock,Fire,Coal Pokemon,null,null,Steam Engine,Flame Body,Flash Fire,null,Mineral,null,null
Applin,840,applin.png,840.png,40,40,80,40,40,20,260,Grass,Dragon,Apple Core Pokemon,null,null,Ripen,Gluttony,Bulletproof,null,Plant,Dragon,null
Flapple,841,flapple.png,841.png,70,110,80,95,60,70,485,Grass,Dragon,Apple Wing Pokemon,null,null,Ripen,Gluttony,Hustle,null,Plant,Dragon,null
Appletun,842,appletun.png,842.png,110,85,80,100,80,30,485,Grass,Dragon,Apple Nectar Pokemon,null,null,Ripen,Gluttony,Thick Fat,null,Plant,Dragon,null
Silicobra,843,silicobra.png,843.png,52,57,75,35,50,46,315,Ground,null,Sand Snake Pokemon,null,null,Sand Spit,Shed Skin,Sand Veil,null,Ground,Dragon,null
Sandaconda,844,sandaconda.png,844.png,72,107,125,65,70,71,510,Ground,null,Sand Snake Pokemon,null,null,Sand Spit,Shed Skin,Sand Veil,null,Ground,Dragon,null
Cramorant,845,cramorant.png,845.png,70,85,55,85,95,85,475,Flying,Water,Gulp Pokemon,null,null,Gulp Missile,null,null,null,Water1,Flying,null
Arrokuda,846,arrokuda.png,846.png,41,63,40,40,30,66,280,Water,null,Rush Pokemon,null,null,Swift Swim,null,Propeller Tail,null,Water2,null,null
Barraskewda,847,barraskewda.png,847.png,61,123,60,60,50,136,490,Water,null,Skewer Pokemon,null,null,Swift Swim,null,Propeller Tail,null,Water2,null,null
Toxel,848,toxel.png,848.png,40,38,35,54,35,40,242,Electric,Poison,Baby Pokemon,null,null,Rattled,Static,Klutz,null,No-Eggs,null,null
Toxtricity,849,toxtricity.png,849.png,75,98,70,114,70,75,502,Electric,Poison,Punk Pokemon,null,null,Punk Rock,Plus,Technician,null,Humanshape,null,null
Sizzlipede,850,sizzlipede.png,850.png,50,65,45,50,50,45,305,Fire,Bug,Radiator Pokemon,null,null,Flash Fire,White Smoke,Flame Body,null,Bug,null,null
Centiskorch,851,centiskorch.png,851.png,100,115,65,90,90,65,525,Fire,Bug,Radiator Pokemon,null,null,Flash Fire,White Smoke,Flame Body,null,Bug,null,null
Clobbopus,852,clobbopus.png,852.png,50,68,60,50,50,32,310,Fighting,null,Tantrum Pokemon,null,null,Limber,null,Technician,null,Water1,Humanshape,null
Grapploct,853,grapploct.png,853.png,80,118,90,70,80,42,480,Fighting,null,Jujitsu Pokemon,null,null,Limber,null,Technician,null,Water1,Humanshape,null
Sinistea,854,sinistea.png,854.png,40,45,45,74,54,50,308,Ghost,null,Black Tea Pokemon,null,null,Weak Armor,null,Cursed Body,null,Mineral,Indeterminate,null
Polteageist,855,polteageist.png,855.png,60,65,65,134,114,70,508,Ghost,null,Black Tea Pokemon,null,null,Weak Armor,null,Cursed Body,null,Mineral,Indeterminate,null
Hatenna,856,hatenna.png,856.png,42,30,45,56,53,39,265,Psychic,null,Calm Pokemon,null,null,Healer,Anticipation,Magic Bounce,null,Fairy,null,null
Hattrem,857,hattrem.png,857.png,57,40,65,86,73,49,370,Psychic,null,Serene Pokemon,null,null,Healer,Anticipation,Magic Bounce,null,Fairy,null,null
Hatterene,858,hatterene.png,858.png,57,90,95,136,103,29,510,Psychic,Fairy,Silent Pokemon,null,null,Healer,Anticipation,Magic Bounce,null,Fairy,null,null
Impidimp,859,impidimp.png,859.png,45,45,30,55,40,50,265,Dark,Fairy,Wily Pokemon,null,null,Prankster,Frisk,Pickpocket,null,Fairy,Humanshape,null
Morgrem,860,morgrem.png,860.png,65,60,45,75,55,70,370,Dark,Fairy,Devious Pokemon,null,null,Prankster,Frisk,Pickpocket,null,Fairy,Humanshape,null
Grimmsnarl,861,grimmsnarl.png,861.png,95,120,65,95,75,60,510,Dark,Fairy,Bulk Up Pokemon,null,null,Prankster,Frisk,Pickpocket,null,Fairy,Humanshape,null
Obstagoon,862,obstagoon.png,862.png,93,90,101,60,81,95,520,Dark,Normal,Blocking Pokemon,null,null,Reckless,Guts,Defiant,null,Ground,null,null
Perrserker,863,perrserker.png,863.png,70,110,100,50,60,50,440,Steel,null,Viking Pokemon,null,null,Battle Armor,Tough Claws,Steely Spirit,null,Ground,null,null
Cursola,864,cursola.png,864.png,60,95,50,145,130,30,510,Ghost,null,Coral Pokemon,null,null,Weak Armor,null,Perish Body,null,Water1,Water3,null
Sirfetch'd,865,sirfetchd.png,865.png,62,135,95,68,82,65,507,Fighting,null,Wild Duck Pokemon,null,null,Steadfast,null,Scrappy,null,Ground,Flying,null
Mr. Rime,866,mr-rime.png,866.png,80,85,75,110,100,70,520,Ice,Psychic,Comedian Pokemon,null,null,Tangled Feet,Screen Cleaner,Ice Body,null,Humanshape,null,null
Runerigus,867,runerigus.png,867.png,58,95,145,50,105,30,483,Ground,Ghost,Grudge Pokemon,null,null,Wandering Spirit,null,null,null,Mineral,Indeterminate,null
Milcery,868,milcery.png,868.png,45,40,40,50,61,34,270,Fairy,null,Cream Pokemon,null,null,Sweet Veil,null,Aroma Veil,null,Fairy,Indeterminate,null
Alcremie,869,alcremie.png,869.png,65,60,75,110,121,64,495,Fairy,null,Cream Pokemon,null,null,Sweet Veil,null,Aroma Veil,null,Fairy,Indeterminate,null
Falinks,870,falinks.png,870.png,65,100,100,70,60,75,470,Fighting,null,Formation Pokemon,null,null,Battle Armor,null,Defiant,null,Fairy,Mineral,null
Pincurchin,871,pincurchin.png,871.png,48,101,95,91,85,15,435,Electric,null,Sea Urchin Pokemon,null,null,Lightning Rod,null,Electric Surge,null,Water1,Indeterminate,null
Snom,872,snom.png,872.png,30,25,35,45,30,20,185,Ice,Bug,Worm Pokemon,null,null,Shield Dust,null,Ice Scales,null,Bug,null,null
Frosmoth,873,frosmoth.png,873.png,70,65,60,125,90,65,475,Ice,Bug,Frost Moth Pokemon,null,null,Shield Dust,null,Ice Scales,null,Bug,null,null
Stonjourner,874,stonjourner.png,874.png,100,125,135,20,20,70,470,Rock,null,Big Rock Pokemon,null,null,Power Spot,null,null,null,Mineral,null,null
Eiscue,875,eiscue.png,875.png,75,80,110,65,90,50,470,Ice,null,Penguin Pokemon,null,null,Ice Face,null,null,null,Ground,Water1,null
Indeedee,876,indeedee.png,876.png,70,55,65,95,105,85,475,Psychic,Normal,Emotion Pokemon,null,null,Inner Focus,Synchronize,Psychic Surge,null,Fairy,null,null
Morpeko,877,morpeko.png,877.png,58,95,58,70,58,97,436,Electric,Dark,Two-Sided Pokemon,null,null,Hunger Switch,null,null,null,Ground,Fairy,null
Cufant,878,cufant.png,878.png,72,80,49,40,49,40,330,Steel,null,Copperderm Pokemon,null,null,Sheer Force,null,Heavy Metal,null,Ground,Mineral,null
Copperajah,879,copperajah.png,879.png,122,120,69,80,69,30,500,Steel,null,Copperderm Pokemon,null,null,Sheer Force,null,Heavy Metal,null,Ground,Mineral,null
Dracozolt,880,dracozolt.png,880.png,90,100,90,80,70,75,505,Electric,Dragon,Fossil Pokemon,null,null,Volt Absorb,Hustle,Sand Rush,null,No-Eggs,null,null
Arctozolt,881,arctozolt.png,881.png,90,100,90,90,80,55,505,Electric,Ice,Fossil Pokemon,null,null,Volt Absorb,Static,Slush Rush,null,No-Eggs,null,null
Dracovish,882,dracovish.png,882.png,90,90,100,70,80,75,505,Water,Dragon,Fossil Pokemon,null,null,Water Absorb,Strong Jaw,Sand Rush,null,No-Eggs,null,null
Arctovish,883,arctovish.png,883.png,90,90,100,80,90,55,505,Water,Ice,Fossil Pokemon,null,null,Water Absorb,Ice Body,Slush Rush,null,No-Eggs,null,null
Duraludon,884,duraludon.png,884.png,70,95,115,120,50,85,535,Steel,Dragon,Alloy Pokemon,null,null,Light Metal,Heavy Metal,Stalwart,null,Mineral,Dragon,null
Dreepy,885,dreepy.png,885.png,28,60,30,40,30,82,270,Dragon,Ghost,Lingering Pokemon,null,null,Clear Body,Infiltrator,Cursed Body,null,Indeterminate,Dragon,null
Drakloak,886,drakloak.png,886.png,68,80,50,60,50,102,410,Dragon,Ghost,Caretaker Pokemon,null,null,Clear Body,Infiltrator,Cursed Body,null,Indeterminate,Dragon,null
Dragapult,887,dragapult.png,887.png,88,120,75,100,75,142,600,Dragon,Ghost,Stealth Pokemon,null,null,Clear Body,Infiltrator,Cursed Body,null,Indeterminate,Dragon,null
Zacian,888,zacian.png,888.png,92,150,115,80,115,148,700,Fairy,Steel,Warrior Pokemon,null,null,Intrepid Sword,null,null,null,No-Eggs,null,null
Zamazenta,889,zamazenta.png,889.png,92,120,140,80,140,128,700,Fighting,Steel,Warrior Pokemon,null,null,Dauntless Shield,null,null,null,No-Eggs,null,null
Eternatus,890,eternatus.png,890.png,140,85,95,145,95,130,690,Poison,Dragon,Gigantic Pokemon,null,null,Pressure,null,null,null,No-Eggs,null,null
Kubfu,891,kubfu.png,891.png,60,90,60,53,50,72,385,Fighting,null,Wushu Pokemon,null,null,Inner Focus,null,null,null,No-Eggs,null,null
Urshifu,892,urshifu.png,892.png,100,130,100,63,60,97,550,Fighting,Dark,Wushu Pokemon,null,null,Unseen Fist,null,null,null,No-Eggs,null,null
Zarude,893,zarude.png,893.png,105,120,105,70,95,105,600,Dark,Grass,Rogue Monkey Pokemon,null,null,Leaf Guard,null,null,null,No-Eggs,null,null
Regieleki,894,regieleki.png,894.png,80,100,50,100,50,200,580,Electric,null,Electron Pokemon,null,null,Transistor,null,null,null,No-Eggs,null,null
Regidrago,895,regidrago.png,895.png,200,100,50,100,50,80,580,Dragon,null,Dragon Orb Pokemon,null,null,Dragons Maw,null,null,null,No-Eggs,null,null
Glastrier,896,glastrier.png,896.png,100,145,130,65,110,30,580,Ice,null,Wild Horse Pokemon,null,null,Chilling Neigh,null,null,null,No-Eggs,null,null
Spectrier,897,spectrier.png,897.png,100,65,60,145,80,130,580,Ghost,null,Swift Horse Pokemon,null,null,Grim Neigh,null,null,null,No-Eggs,null,null
Calyrex,898,calyrex.png,898.png,100,80,80,80,80,80,500,Psychic,Grass,King Pokemon,null,null,Unnerve,null,null,null,No-Eggs,null,null
Wyrdeer,899,wyrdeer.png,899.png,103,105,72,105,75,65,525,Normal,Psychic,null,null,null,null,null,null,null,null,null,null
Kleavor,900,kleavor.png,900.png,70,130,95,45,75,85,500,Bug,Rock,null,null,null,null,null,null,null,null,null,null
Ursaluna,901,ursaluna.png,901.png,130,140,105,45,80,50,550,Ground,Normal,null,null,null,null,null,null,null,null,null,null
Basculegion,902,basculegion.png,902.png,120,112,65,80,75,78,530,Water,Ghost,null,null,null,null,null,null,null,null,null,null
